timestamp,HR,EDA
2020-07-07 20:22:39,68.28,0.16083625000000001
2020-07-07 20:22:40,68.32,0.15859325000000002
2020-07-07 20:22:41,68.33,0.15891375
2020-07-07 20:22:42,68.33,0.1605155
2020-07-07 20:22:43,68.35,0.15923425
2020-07-07 20:22:44,68.32,0.1585935
2020-07-07 20:22:45,68.23,0.16051575
2020-07-07 20:22:46,68.17,0.16275825
2020-07-07 20:22:47,68.15,0.16051575
2020-07-07 20:22:48,68.15,0.15923400000000001
2020-07-07 20:22:49,68.15,0.16179700000000002
2020-07-07 20:22:50,68.13,0.160836
2020-07-07 20:22:51,68.12,0.15987475
2020-07-07 20:22:52,68.1,0.160836
2020-07-07 20:22:53,68.08,0.16179700000000002
2020-07-07 20:22:54,68.08,0.15955475
2020-07-07 20:22:55,68.07,0.16019525
2020-07-07 20:22:56,68.1,0.159875
2020-07-07 20:22:57,68.2,0.16147675
2020-07-07 20:22:58,68.23,0.15955475
2020-07-07 20:22:59,68.28,0.16019525
2020-07-07 20:23:00,68.33,0.16019525
2020-07-07 20:23:01,68.4,0.159875
2020-07-07 20:23:02,68.47,0.1585935
2020-07-07 20:23:03,68.53,0.15603025
2020-07-07 20:23:04,68.62,0.15635074999999998
2020-07-07 20:23:05,68.72,0.155069
2020-07-07 20:23:06,68.75,0.1534675
2020-07-07 20:23:07,68.77,0.154108
2020-07-07 20:23:08,68.88,0.15506925
2020-07-07 20:23:09,68.97,0.15538975
2020-07-07 20:23:10,69.0,0.15378775
2020-07-07 20:23:11,69.1,0.15410800000000002
2020-07-07 20:23:12,69.2,0.1544285
2020-07-07 20:23:13,69.22,0.15346725
2020-07-07 20:23:14,69.17,0.1521855
2020-07-07 20:23:15,69.1,0.15250575
2020-07-07 20:23:16,69.03,0.15186525
2020-07-07 20:23:17,68.82,0.1528265
2020-07-07 20:23:18,68.65,0.15122425
2020-07-07 20:23:19,68.43,0.15026325
2020-07-07 20:23:20,68.27,0.15058375
2020-07-07 20:23:21,68.12,0.150263
2020-07-07 20:23:22,68.03,0.14994274999999999
2020-07-07 20:23:23,67.78,0.14994274999999999
2020-07-07 20:23:24,67.67,0.15154499999999999
2020-07-07 20:23:25,67.57,0.1528265
2020-07-07 20:23:26,67.47,0.15122425
2020-07-07 20:23:27,67.38,0.1521855
2020-07-07 20:23:28,67.33,0.154108
2020-07-07 20:23:29,67.33,0.15474875
2020-07-07 20:23:30,67.33,0.15410825
2020-07-07 20:23:31,67.37,0.15282625
2020-07-07 20:23:32,67.42,0.15186525
2020-07-07 20:23:33,67.43,0.15090399999999998
2020-07-07 20:23:34,67.47,0.15218575
2020-07-07 20:23:35,67.48,0.15122425
2020-07-07 20:23:36,67.48,0.15090425000000002
2020-07-07 20:23:37,67.47,0.14866125
2020-07-07 20:23:38,67.52,0.14834075
2020-07-07 20:23:39,67.58,0.14705925
2020-07-07 20:23:40,67.65,0.14866125
2020-07-07 20:23:41,67.72,0.1505835
2020-07-07 20:23:42,67.82,0.14994274999999999
2020-07-07 20:23:43,67.9,0.149302
2020-07-07 20:23:44,68.12,0.1489815
2020-07-07 20:23:45,68.35,0.14673925000000002
2020-07-07 20:23:46,68.52,0.14449625
2020-07-07 20:23:47,68.63,0.1473795
2020-07-07 20:23:48,68.77,0.14802025
2020-07-07 20:23:49,68.88,0.14481675
2020-07-07 20:23:50,69.05,0.142894
2020-07-07 20:23:51,69.2,0.14609824999999999
2020-07-07 20:23:52,69.45,0.1480205
2020-07-07 20:23:53,69.73,0.14802025
2020-07-07 20:23:54,70.03,0.14962224999999998
2020-07-07 20:23:55,70.37,0.15282625
2020-07-07 20:23:56,70.73,0.15026299999999998
2020-07-07 20:23:57,71.08,0.14930175
2020-07-07 20:23:58,71.45,0.14834075
2020-07-07 20:23:59,71.85,0.14930225
2020-07-07 20:24:00,72.23,0.1473795
2020-07-07 20:24:01,72.6,0.1480205
2020-07-07 20:24:02,72.97,0.14705925
2020-07-07 20:24:03,73.37,0.14065149999999998
2020-07-07 20:24:04,73.7,0.14737975
2020-07-07 20:24:05,74.03,0.1470595
2020-07-07 20:24:06,74.43,0.146739
2020-07-07 20:24:07,74.82,0.14898175
2020-07-07 20:24:08,75.15,0.15090399999999998
2020-07-07 20:24:09,75.5,0.149943
2020-07-07 20:24:10,75.9,0.14705925
2020-07-07 20:24:11,76.37,0.1441755
